851136_reviewed	854290_reviewed	1
851136_reviewed_mutant_2	854290_reviewed	0
851136_reviewed	852582_reviewed	1
851136_reviewed	854933_reviewed_mutant_4	0
851136_reviewed	852607_reviewed	1
856911_reviewed_mutant_7	854776_reviewed	0
851318_reviewed	851968_reviewed	1
851318_reviewed	851968_reviewed_mutant_18	0
851318_reviewed	855253_reviewed	1
851318_reviewed_mutant_19	855253_reviewed	0
851318_reviewed	853195_reviewed	1
851318_reviewed	853195_reviewed_mutant_21	0
851318_reviewed	852357_reviewed	1
851318_reviewed	853509_reviewed	1
851318_reviewed_mutant_23	853509_reviewed	0
851318_reviewed	850623_reviewed	1
851318_reviewed	850623_reviewed_mutant_25	0
851318_reviewed	852757_reviewed_mutant_26	0
851318_reviewed	851201_reviewed	1
851318_reviewed	851201_reviewed_mutant_27	0
851318_reviewed	855952_reviewed	1
851318_reviewed_mutant_28	855952_reviewed	0
851318_reviewed	856751_reviewed	1
851318_reviewed_mutant_29	856751_reviewed	0
851318_reviewed	856216_reviewed	1
851318_reviewed	853681_reviewed	1
851318_reviewed	853681_reviewed_mutant_31	0
851318_reviewed	852025_reviewed_mutant_32	0
851318_reviewed	853030_reviewed	1
851318_reviewed	853030_reviewed_mutant_33	0
851318_reviewed	853767_reviewed	1
851318_reviewed	853767_reviewed_mutant_34	0
854827_reviewed	852512_reviewed_mutant_38	0
854827_reviewed	856089_reviewed	1
854827_reviewed_mutant_40	856089_reviewed	0
854827_reviewed	851097_reviewed	1
854827_reviewed	853599_reviewed	1
854827_reviewed	851197_reviewed	1
854827_reviewed	851197_reviewed_mutant_43	0
854827_reviewed	851991_reviewed	1
854827_reviewed	851991_reviewed_mutant_44	0
854827_reviewed	853090_reviewed_mutant_46	0
854290_reviewed	852582_reviewed	1
854290_reviewed_mutant_47	852582_reviewed	0
854290_reviewed	852607_reviewed	1
855599_reviewed	850872_reviewed_mutant_51	0
852582_reviewed	852607_reviewed	1
852582_reviewed	852607_reviewed_mutant_58	0
853373_reviewed	854019_reviewed	1
852607_reviewed	854933_reviewed_mutant_62	0
852665_reviewed_mutant_64	854776_reviewed	0
853098_reviewed	854322_reviewed	1
853098_reviewed	854322_reviewed_mutant_70	0
853098_reviewed	852888_reviewed	1
853098_reviewed_mutant_71	852888_reviewed	0
856042_reviewed	855243_reviewed	1
856042_reviewed_mutant_73	855243_reviewed	0
851969_reviewed	851893_reviewed	1
851969_reviewed	851893_reviewed_mutant_79	0
851969_reviewed	853419_reviewed	1
851969_reviewed_mutant_80	853419_reviewed	0
851969_reviewed	854487_reviewed	1
851969_reviewed_mutant_81	854487_reviewed	0
852885_reviewed	851771_reviewed	1
852885_reviewed_mutant_87	851771_reviewed	0
852885_reviewed	851962_reviewed	1
852885_reviewed_mutant_89	851962_reviewed	0
852885_reviewed	855616_reviewed	1
852885_reviewed_mutant_90	855616_reviewed	0
852885_reviewed	856696_reviewed	1
852885_reviewed	856696_reviewed_mutant_91	0
852885_reviewed	856490_reviewed_mutant_92	0
856463_reviewed_mutant_94	850652_reviewed	0
856463_reviewed_mutant_96	855068_reviewed	0
856463_reviewed_mutant_98	855890_reviewed	0
856463_reviewed_mutant_101	856063_reviewed	0
856463_reviewed_mutant_106	855730_reviewed	0
856463_reviewed_mutant_108	856126_reviewed	0
856485_reviewed	855539_reviewed_mutant_110	0
856485_reviewed	856604_reviewed	1
853445_reviewed	853064_reviewed	1
853445_reviewed	853064_reviewed_mutant_112	0
853774_reviewed	853946_reviewed_mutant_114	0
853774_reviewed	854220_reviewed	1
853954_reviewed	853222_reviewed	1
853954_reviewed_mutant_116	853222_reviewed	0
853954_reviewed	855125_reviewed	1
850823_reviewed	850623_reviewed	1
850823_reviewed	850623_reviewed_mutant_118	0
850837_reviewed_mutant_120	855439_reviewed	0
850837_reviewed_mutant_121	852560_reviewed	0
850837_reviewed_mutant_125	852089_reviewed	0
851143_reviewed_mutant_130	851201_reviewed	0
851143_reviewed_mutant_132	856751_reviewed	0
851143_reviewed_mutant_136	853892_reviewed	0
854985_reviewed	856760_reviewed	1
854985_reviewed_mutant_137	856760_reviewed	0
854985_reviewed	854123_reviewed	1
854985_reviewed	854123_reviewed_mutant_139	0
853056_reviewed	850930_reviewed	1
856723_reviewed	854381_reviewed	1
856723_reviewed	854381_reviewed_mutant_141	0
856723_reviewed	850688_reviewed	1
856723_reviewed_mutant_142	850688_reviewed	0
856723_reviewed	856604_reviewed	1
856723_reviewed	856604_reviewed_mutant_143	0
854123_reviewed	856771_reviewed	1
854123_reviewed_mutant_145	856771_reviewed	0
854985_reviewed	851495_reviewed	1
854985_reviewed	851495_reviewed_mutant_147	0
855068_reviewed	854446_reviewed	1
855068_reviewed	854446_reviewed_mutant_150	0
853029_reviewed	855977_reviewed	1
853029_reviewed	855977_reviewed_mutant_151	0
853029_reviewed	851924_reviewed	1
853029_reviewed_mutant_152	851924_reviewed	0
853029_reviewed	856603_reviewed	1
853029_reviewed	856603_reviewed_mutant_153	0
853029_reviewed	855118_reviewed	1
853029_reviewed	855118_reviewed_mutant_154	0
856603_reviewed	855977_reviewed	1
856603_reviewed	855118_reviewed	1
856603_reviewed_mutant_156	855118_reviewed	0
856603_reviewed	851924_reviewed	1
856603_reviewed_mutant_157	851924_reviewed	0
851125_reviewed	850422_reviewed	1
851125_reviewed	850919_reviewed	1
851125_reviewed_mutant_160	850919_reviewed	0
851125_reviewed	853376_reviewed	1
851125_reviewed_mutant_161	853376_reviewed	0
851125_reviewed	852060_reviewed	1
851125_reviewed	852060_reviewed_mutant_162	0
853376_reviewed	850422_reviewed	1
853376_reviewed	850919_reviewed	1
853376_reviewed_mutant_165	850919_reviewed	0
853376_reviewed	852060_reviewed	1
853376_reviewed	852060_reviewed_mutant_166	0
850919_reviewed	850422_reviewed	1
850919_reviewed_mutant_168	850422_reviewed	0
850919_reviewed	852060_reviewed	1
850919_reviewed	852060_reviewed_mutant_169	0
852982_reviewed	850326_reviewed	1
852982_reviewed_mutant_170	850326_reviewed	0
852982_reviewed	854776_reviewed	1
852982_reviewed_mutant_171	854776_reviewed	0
852982_reviewed	852865_reviewed	1
852982_reviewed	852865_reviewed_mutant_173	0
852982_reviewed	854204_reviewed_mutant_174	0
852995_reviewed_mutant_175	856126_reviewed	0
852995_reviewed_mutant_176	855890_reviewed	0
852995_reviewed_mutant_178	856012_reviewed	0
852995_reviewed_mutant_181	853682_reviewed	0
852995_reviewed_mutant_182	855730_reviewed	0
852995_reviewed_mutant_183	851660_reviewed	0
852995_reviewed_mutant_185	854446_reviewed	0
852995_reviewed_mutant_186	850551_reviewed	0
853181_reviewed	852773_reviewed	1
853181_reviewed	852773_reviewed_mutant_193	0
853181_reviewed	852606_reviewed	1
853181_reviewed_mutant_194	852606_reviewed	0
853071_reviewed	852606_reviewed	1
853071_reviewed	852606_reviewed_mutant_195	0
854487_reviewed	853064_reviewed	1
853064_reviewed	853064_reviewed	1
853064_reviewed	853064_reviewed_mutant_197	0
852802_reviewed	850872_reviewed_mutant_198	0
852802_reviewed	856489_reviewed	1
856489_reviewed	856489_reviewed	1
856489_reviewed	851319_reviewed	1
856489_reviewed_mutant_202	851319_reviewed	0
856489_reviewed	851313_reviewed	1
856489_reviewed_mutant_203	851313_reviewed	0
853064_reviewed	850872_reviewed_mutant_205	0
854487_reviewed	854487_reviewed	1
854487_reviewed	855841_reviewed_mutant_208	0
851632_reviewed	851632_reviewed	1
851632_reviewed_mutant_211	851632_reviewed	0
854381_reviewed	851632_reviewed	1
853397_reviewed_mutant_214	851379_reviewed	0
854079_reviewed	856249_reviewed	1
854079_reviewed_mutant_217	856249_reviewed	0
854381_reviewed	854381_reviewed	1
854381_reviewed	854381_reviewed_mutant_218	0
854381_reviewed	850688_reviewed	1
854381_reviewed	850688_reviewed_mutant_219	0
851513_reviewed	850601_reviewed	1
851513_reviewed_mutant_221	850601_reviewed	0
850440_reviewed	850440_reviewed	1
850440_reviewed	850440_reviewed_mutant_223	0
852084_reviewed	852344_reviewed	1
852084_reviewed	853681_reviewed	1
854487_reviewed	851548_reviewed_mutant_228	0
854487_reviewed	854379_reviewed_mutant_229	0
853419_reviewed	856912_reviewed	1
853419_reviewed_mutant_232	856912_reviewed	0
854487_reviewed	856912_reviewed	1
854487_reviewed_mutant_233	856912_reviewed	0
853071_reviewed	856912_reviewed	1
853071_reviewed_mutant_234	856912_reviewed	0
853071_reviewed	854026_reviewed	1
853071_reviewed_mutant_235	854026_reviewed	0
853071_reviewed	856846_reviewed	1
853071_reviewed_mutant_236	856846_reviewed	0
852042_reviewed	852042_reviewed	1
854487_reviewed	856255_reviewed	1
854487_reviewed	856255_reviewed_mutant_238	0
854138_reviewed	855489_reviewed	1
854138_reviewed	855489_reviewed_mutant_239	0
854138_reviewed	856466_reviewed	1
854138_reviewed_mutant_240	856466_reviewed	0
854138_reviewed	854023_reviewed	1
854138_reviewed_mutant_241	854023_reviewed	0
854138_reviewed	851447_reviewed	1
854138_reviewed	851874_reviewed	1
854138_reviewed_mutant_243	851874_reviewed	0
854138_reviewed	853109_reviewed	1
854138_reviewed	854243_reviewed	1
854138_reviewed_mutant_247	854243_reviewed	0
856481_reviewed_mutant_253	851874_reviewed	0
851874_reviewed	855489_reviewed	1
851874_reviewed	856466_reviewed	1
851874_reviewed_mutant_257	856466_reviewed	0
851874_reviewed	854023_reviewed	1
851874_reviewed_mutant_258	854023_reviewed	0
851874_reviewed	850401_reviewed	1
851874_reviewed	850401_reviewed_mutant_259	0
851874_reviewed	852987_reviewed_mutant_260	0
851874_reviewed	854162_reviewed_mutant_261	0
851874_reviewed	853109_reviewed	1
852987_reviewed_mutant_263	855489_reviewed	0
852987_reviewed_mutant_264	856466_reviewed	0
852987_reviewed_mutant_265	854023_reviewed	0
852987_reviewed_mutant_267	850401_reviewed	0
854162_reviewed_mutant_274	854023_reviewed	0
853442_reviewed	854382_reviewed	1
853442_reviewed	855737_reviewed	1
853442_reviewed	855737_reviewed_mutant_281	0
853442_reviewed	856320_reviewed	1
853442_reviewed_mutant_282	856320_reviewed	0
853442_reviewed	854283_reviewed	1
855737_reviewed	855571_reviewed	1
855737_reviewed	855571_reviewed_mutant_290	0
855737_reviewed	856320_reviewed	1
855737_reviewed	856320_reviewed_mutant_291	0
855737_reviewed	854283_reviewed	1
855737_reviewed_mutant_292	854283_reviewed	0
854283_reviewed	854382_reviewed	1
854283_reviewed_mutant_294	854382_reviewed	0
854283_reviewed	856320_reviewed	1
854283_reviewed	856320_reviewed_mutant_296	0
855473_reviewed	856317_reviewed	1
855473_reviewed_mutant_298	856317_reviewed	0
854791_reviewed_mutant_299	854322_reviewed	0
852451_reviewed_mutant_306	853301_reviewed	0
852451_reviewed_mutant_309	853098_reviewed	0
853713_reviewed_mutant_312	856317_reviewed	0
853098_reviewed	854791_reviewed_mutant_315	0
854487_reviewed	855473_reviewed	1
854487_reviewed_mutant_316	855473_reviewed	0
