851136_reviewed	854020_reviewed	1
851136_reviewed	854290_reviewed	1
851136_reviewed	854933_reviewed	1
851136_reviewed	854933_reviewed_mutant_4	0
851136_reviewed	852607_reviewed	1
851136_reviewed	852607_reviewed_mutant_5	0
851136_reviewed	852665_reviewed	1
856911_reviewed	852865_reviewed	1
856911_reviewed	852865_reviewed_mutant_9	0
856911_reviewed	854204_reviewed_mutant_10	0
856911_reviewed	854933_reviewed	1
856911_reviewed	852665_reviewed	1
856911_reviewed	852665_reviewed_mutant_12	0
854020_reviewed	854290_reviewed	1
854020_reviewed	854290_reviewed_mutant_13	0
854020_reviewed	852582_reviewed_mutant_14	0
854020_reviewed	854933_reviewed	1
854020_reviewed_mutant_15	854933_reviewed	0
854020_reviewed	852607_reviewed	1
854020_reviewed	852607_reviewed_mutant_16	0
854020_reviewed	852665_reviewed	1
851318_reviewed_mutant_19	855253_reviewed	0
851318_reviewed_mutant_28	855952_reviewed	0
851318_reviewed_mutant_29	856751_reviewed	0
851318_reviewed_mutant_35	851143_reviewed	0
855476_reviewed	850623_reviewed_mutant_36	0
855476_reviewed	853681_reviewed	1
855476_reviewed	853681_reviewed_mutant_37	0
854827_reviewed	851841_reviewed_mutant_39	0
854827_reviewed	851097_reviewed	1
854827_reviewed	853599_reviewed	1
854827_reviewed_mutant_42	853599_reviewed	0
854827_reviewed	851197_reviewed	1
854827_reviewed	851197_reviewed_mutant_43	0
854827_reviewed	851991_reviewed	1
854827_reviewed	851991_reviewed_mutant_44	0
854827_reviewed	855843_reviewed	1
854827_reviewed	853090_reviewed_mutant_46	0
854290_reviewed	854933_reviewed	1
854290_reviewed_mutant_48	854933_reviewed	0
854290_reviewed	852607_reviewed	1
854290_reviewed	852607_reviewed_mutant_49	0
854290_reviewed	852665_reviewed	1
854290_reviewed_mutant_50	852665_reviewed	0
855843_reviewed	856089_reviewed_mutant_54	0
855843_reviewed	851197_reviewed	1
855843_reviewed	851197_reviewed_mutant_55	0
852582_reviewed_mutant_57	854933_reviewed	0
853373_reviewed_mutant_59	851576_reviewed	0
852607_reviewed	854933_reviewed	1
852607_reviewed	854933_reviewed_mutant_62	0
852607_reviewed	852665_reviewed	1
852607_reviewed_mutant_63	852665_reviewed	0
852665_reviewed	852865_reviewed	1
852665_reviewed_mutant_66	852865_reviewed	0
852665_reviewed	854933_reviewed	1
852665_reviewed_mutant_69	854933_reviewed	0
853098_reviewed_mutant_71	852888_reviewed	0
851882_reviewed	856695_reviewed	1
851882_reviewed	851453_reviewed	1
851882_reviewed	851099_reviewed_mutant_77	0
851882_reviewed	854123_reviewed	1
851969_reviewed	851893_reviewed	1
851969_reviewed	851893_reviewed_mutant_79	0
851969_reviewed	853048_reviewed_mutant_82	0
850553_reviewed	856870_reviewed	1
852885_reviewed	853364_reviewed	1
852885_reviewed	851771_reviewed	1
852885_reviewed_mutant_87	851771_reviewed	0
852885_reviewed	855841_reviewed	1
852885_reviewed	855616_reviewed	1
852885_reviewed_mutant_90	855616_reviewed	0
852885_reviewed	856696_reviewed	1
852885_reviewed	856696_reviewed_mutant_91	0
852885_reviewed	856490_reviewed	1
852885_reviewed	856490_reviewed_mutant_92	0
856463_reviewed	850982_reviewed	1
856463_reviewed	850982_reviewed_mutant_93	0
856463_reviewed	850652_reviewed	1
856463_reviewed_mutant_94	850652_reviewed	0
856463_reviewed	853682_reviewed	1
856463_reviewed	853682_reviewed_mutant_95	0
856463_reviewed	855068_reviewed	1
856463_reviewed_mutant_96	855068_reviewed	0
856463_reviewed	855890_reviewed	1
856463_reviewed	856012_reviewed	1
856463_reviewed	856012_reviewed_mutant_99	0
856463_reviewed	855664_reviewed	1
856463_reviewed	856488_reviewed	1
856463_reviewed	856488_reviewed_mutant_104	0
856463_reviewed	853956_reviewed	1
856463_reviewed	853956_reviewed_mutant_105	0
856463_reviewed	855730_reviewed	1
